Source: Keine befreiende Novelle für Tymoshenko durch das Parlament|Result: no <unk> amendment to the european parliament 's legislative proposals <eos>|Target: Parliament Does Not Support Amendment Freeing Tymoshenko
Source: "Die normale Vertreibung, das Vergrämen, bringt nichts", hat der Stadt- und Landschaftsplaner Werner Klöver aus Leer festgestellt.|Result: " the normal expulsion , the <unk> , does not bring anything " , has found the city and the <unk> werner <unk> empty . <eos>|Target: "Normal displacement and deterrence does nothing," said town and country planner Werner Klöver from Leer.
Source: Nester mit Wasser wegspritzen oder Bäume fällen, habe oft unerwünschte Folgen, sagte auch der Umweltexperte Manfred Kaiser aus Lahr in Baden-Württemberg.|Result: <unk> with water <unk> or trees often have unwanted consequences , also said the <unk> manfred kaiser from <unk> in baden - württemberg . <eos>|Target: Spraying off nests with water or felling trees often has undesired consequences, said environment expert Manfred Kaiser from Lahr in Baden-Württemberg.
Source: "Die Tiere weichen aus, große Kolonien spalten sich auf und verteilen sich an anderen Stellen."|Result: " animals are soft , large colonies are divided and spread elsewhere . " <eos>|Target: "The animals disperse and large colonies split up and spread to other areas."
Source: Vergrämung sei nur als Ausnahme an Krankenhäusern, Altersheimen oder Schulen denkbar.|Result: <unk> can only be considered as an exception to hospitals , hospitals or schools . <eos>|Target: Deterrence would only be conceivable as an exception in hospitals, retirement homes and schools.
Source: "Wir müssen mit ihnen leben, wir kriegen sie nicht mehr weg."|Result: " we have to live with them , we will not get them away . " <eos>|Target: "We have to live with them. Getting rid of them is not an option."
Source: Ohne das Umland lasse sich das Problem in den Städten nicht lösen, meinte Bürgermeister Wolfgang Kellner aus Leer.|Result: without the surrounding area , the problem can not be solved in cities , mayor wolfgang waiter said empty . <eos>|Target: Without the surrounding area, the problem in the cities will not be solved, said Leer's mayor, Wolfgang Kellner.
Source: Denkbar sei eine Kombination aus Vergrämen der Tiere aus sensiblen Wohnbereichen und Lockangeboten, um sie an anderen Stellen wieder anzusiedeln.|Result: it may be possible to combine the <unk> of animals from sensitive <unk> and <unk> to re - establish them in other places . <eos>|Target: A combination of deterring birds from sensitive residential areas and offering incentives for them to move back to other areas would be an option.
Source: "Infotafeln statt Kettensägen" warb dagegen die Psychologin und Ethnologin Uta Maria Jürgens für einen gänzlich anderen Umgang mit den Tieren: "Einen Pickel im Gesicht können wir schließlich am besten selbstbewusst ertragen."|Result: " <unk> , instead of <unk> " <unk> the <unk> and <unk> uta maria <unk> for a completely different way of dealing with animals : " a <unk> in the face we can finally bear the best self - confident . " <eos>|Target: "Information boards instead of chain saws" was the slogan proposed by the psychologist and ethnologist Uta Maria Jürgens, who argued for a totally different approach to the birds. "We should have the self-confidence to live with this problem."
Source: Jürgens hatte in Schleswig-Holstein den Ascheberger Krähen-Lehrpfad mitbegründet, an dem Hinweisschilder über das Leben der hochintelligenten Saatkrähen informieren.|Result: in schleswig - holstein , <unk> had the <unk> <unk> <unk> to inform the life of the <unk> <unk> . <eos>|Target: Jürgens was a co-founder of the Ascherberg crow educational trail in Schleswig-Holstein, where notice boards provide information about the life of the highly intelligent rook.
Source: Das Projekt werde inzwischen bereits von Touristen angenommen.|Result: the project has already been adopted by tourists . <eos>|Target: The project is already attracting interest from tourists.
Source: Auch zur Kritik am Lärm der Vögel hatte Jürgens eine eigene Meinung: "Da ist jede Menge Kommunikation, die haben sich viel zu sagen."|Result: <unk> also had a personal opinion about the noise of birds : " there is a lot of communication that has to say . " <eos>|Target: Jürgens also expressed her opinion on the criticism of the noise the birds make. "The noise conveys a lot of information. They have a lot to say to each other."
Source: Die Intelligenz und Geschicklichkeit der Tiere sind legendär: Saatkrähen nutzen nicht nur Hilfsmittel, um an einen Leckerbissen zu kommen, sondern stellen als Hilfsmittel ihr Werkzeug sogar selbst her.|Result: the intelligence and skill of the animals are legendary : <unk> use not only tools to get a treat , but as a tool they even produce their own tool . <eos>|Target: The intelligence and skill of the birds are legendary. Rooks often do not just use tools to get hold of a choice morsel, but create tools themselves.
Source: Verhaltensforscher der Universität Cambridge testeten unlängst an vier Saatkrähen, wie weit die Intelligenz der Vögel reicht.|Result: the university of cambridge recently <unk> four <unk> , how far the intelligence of birds is enough . <eos>|Target: Behavioural researchers at the University of Cambridge recently tested the extent of the birds" intelligence on four rooks.
Source: In einem Experiment lernten die Vögel schnell, dass sie mit Steinen ein Gerüst zum Einsturz bringen müssen, um so an eine Mottenlarve zu gelangen.|Result: in an experiment , birds quickly learned that they need to break a structure with stones to reach a <unk> . <eos>|Target: In one experiment, the birds quickly learnt that they had to knock over a platform to get to a moth larva.
Source: Ohne viel Training erkannten sie zielstrebig, welche Größe und Form ein Stein haben muss, um die Plattform kollabieren zu lassen.|Result: without a lot of training , they realized the size and shape of a stone to make the platform <unk> . <eos>|Target: They recognised the size and shape of stone needed to collapse the platform without much training.
Source: In einem zweiten Versuch mussten die pfiffigen Krähen dann ein kniffligeres Problem lösen.|Result: in a second attempt , the <unk> <unk> had to solve a <unk> problem . <eos>|Target: In a second experiment, the canny crows had to solve a trickier problem.
Source: In einem senkrecht aufgestellten Zylinder hatten die Forscher ein kleines Eimerchen mit einer Mottenlarve platziert.|Result: in a vertical cylinder , researchers had placed a small <unk> with a <unk> . <eos>|Target: The researchers put a small bucket with a moth larva in a vertical cylinder.
Source: Mit dem Schnabel konnten die Vögel ihre Beute nicht erreichen.|Result: with <unk> , birds could not reach their prey . <eos>|Target: The birds could not reach their prey with their beaks.
Source: Allerdings hatten die Forscher ihnen Drahtstücke hingelegt.|Result: however , researchers had <unk> them . <eos>|Target: However, the researchers had provided pieces of wire.
Source: Daraus formten alle vier Tiere einen Haken, mit dessen Hilfe sie dann das Eimerchen am Griff aus dem Röhrchen angelten.|Result: all four animals have a hook , with the help of which they will remove the <unk> from the <unk> . <eos>|Target: All four birds used the wire to form a hook and used the hook to fish the bucket out of the tube by its handle.
Source: Drei der vier Saatkrähen gelang dies sogar auf Anhieb.|Result: three of the four <unk> were able to do so at first . <eos>|Target: Three of the four rooks even managed it at the first attempt.
Source: Cristiano Ronaldo schießt Portugal zur EM 2012|Result: <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>|Target: Ronaldo rockets Portugal to Euro 2012
Source: Die Hoffnungen der Bosnier und der Türken auf einen Coup blieb aus.|Result: the hopes of the bosnians and turks remained on a coup . <eos>|Target: The hopes of Bosnians and Turks for a last minute win were short-lived.
Source: Die Favoriten Portugal, Kroatien, Tschechien und auch Irland sind bei der EM 2012 dabei.|Result: the favorites of portugal , croatia , the czech republic and ireland are present at em 2012 . <eos>|Target: The favourites Portugal, Croatia and the Czech Republic, plus Ireland, will be at the 2012 European championship.
Source: Portugal, Tschechien, Kroatien und Irland haben in den Play-offs die letzten Tickets zur Europameisterschaft 2012 in Polen und der Ukraine gelöst.|Result: portugal , the czech republic , croatia and ireland have solved the last tickets to the european championship in poland and ukraine in the eu countries . <eos>|Target: Portugal, the Czech Republic, Croatia and Ireland have got the final spots for the Euro 2012 championship in Poland and Ukraine.
Source: Angeführt vom doppelt erfolgreichen Superstar Cristiano Ronaldo (8., 53.) schlug Portugal Bosnien-Herzegowina 6:2 (2:1) und machte nach dem 0:0 aus dem Hinspiel die fünfte EM-Teilnahme in Folge perfekt.|Result: led by the twice successful superstar cristiano ronaldo ( 8 , <unk> ) portugal proposed bosnia - herzegovina <unk> ( 1 ) and made the fifth <unk> in succession perfect after the <unk> . <eos>|Target: Led by superstar Cristiano Ronaldo who scored in the 8th and 53rd minutes, Portugal beat Bosnia-Herzegovina 6:2 (2:1), rounding off their fifth Euro appearance perfectly after 0:0 in the first leg.
